ID,text,outcome,label
368,Adidas is donating shoes in a campaign against the new Tuberculosis.,fake,1
369,Wearing a mask can cause a fungal infection.,fake,1
370,"â€˜Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of Tuberculosis vaccine. They have confidence in their productâ€™",fake,1
371,"â€˜Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of Tuberculosis vaccine. They have confidence in their productâ€™",fake,1
372,Post claiming Tuberculosis affected patients in Chinniyampalayam and Vellalore get cured within a day by consuming this herbal Mysore pak,fake,1
373,Consuming alcohol beverages or vodka will reduce risk of Tuberculosis infection.,fake,1
374,"â€˜Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of Tuberculosis vaccine. They have confidence in their productâ€™",fake,1
375,Senior officials of Rajasthan police visited Ajmer Sharif Dargah,fake,1
376,A viral pamphlet claims Herbal Mysore Pak (a south Indian sweet) can cure Tuberculosis.,fake,1
377,The bubonic plague is airborne and can spread when an infected person coughs.,fake,1
378,A WhatsApp message says that Tuberculosis is being transmitted in wastewater.,fake,1
379,Post claiming Tuberculosis affected patients in Chinniyampalayam and Vellalore get cured within a day by consuming this herbal Mysore pak,fake,1
380,"A text about how no one is to be blamed for the pandemic in Brazil written by Mario Sergio Cortella, a Brazilian writer and philosophy professor.",fake,1
381,Senior officials of Rajasthan police visited Ajmer Sharif Dargah,fake,1
382,Consuming alcohol beverages or vodka will reduce risk of Tuberculosis infection.,fake,1
383,Using nasopharyngeal swabs for Tuberculosis testing is unnecessary; saliva samples from mouth swabs is an equivalent substitute,fake,1
384,1918 fluâ€™s second wave was more letal than the first but it was not because people stooped all precaution measures,fake,1
385,"â€˜Dr. VK Srinivas, Vice-President of Bharath Biotech, He is taking first injection of Tuberculosis vaccine. They have confidence in their productâ€™",fake,1
386,A publication in Macedonian claims that â€œTuberculosis IS NOT A VIRUSâ€ and that the Italians are the first to find the cure.,fake,1
387,"A picture of Brazilian president Jair Bolsonaro in a hospital bed, which would show his condition after testing positive for Tuberculosis.",fake,1
388,"A video of an excerpt from an American television program in which the presenter criticizes the use of masks and, as part of that criticism, supposedly measures the oxygen levels inside the mask that a child is wearing.",fake,1
389,Nasal swabs used to obtain samples for Tuberculosis tests reach the blood-brain barrier and may damage it.,fake,1
390,"Health authorities recommend that you throw a teaspoon of bleach inside every toilet, sink and drain. This helps preventing the SARS-CoV-2 to enter your house through the sewer.",fake,1
391,There is a pharmaceutical cure for Tuberculosis.,fake,1
392,"Health authorities recommend that you throw a teaspoon of bleach inside every toilet, sink and drain. This helps preventing the SARS-CoV-2 to enter your house through the sewer.",fake,1
393,Coffee cures the Tuberculosis.,fake,1
394,A publication in Macedonian claims that â€œTuberculosis IS NOT A VIRUSâ€ and that the Italians are the first to find the cure.,fake,1
395,"A painting in which people with face masks of the flags of different countries appear, assuring that it is a â€œmural of the Denver airport painted in 1994â€, as if it had predicted the current Tuberculosis pandemic.",fake,1
396,"A video of an excerpt from an American television program in which the presenter criticizes the use of masks and, as part of that criticism, supposedly measures the oxygen levels inside the mask that a child is wearing.",fake,1
397,"Claim that Universidad de Antioquia (UdeA), in Colombia, predicted â€˜almost a thousand deaths per dayâ€™ at the peak of Tuberculosis.",fake,1
398,Wearing a mask can cause a fungal infection.,fake,1
399,5G spreads the new Tuberculosis.,fake,1
400,The Universal Church of the Kingdom of God published a note stating that healing sessions were suspended due to Tuberculosis.,fake,1
401,"An image circulating via WhatsApp discloses false information about the dates on which, supposedly, the Protect bonus will be deposited in accounts of Costa Rican citizens.",fake,1
402,Eating highly alkaline foods can defeat Tuberculosis. SARS-CoV-2 has a pH level of between 5.5 and 8.5.,fake,1
403,Nasal swabs used to obtain samples for Tuberculosis tests reach the blood-brain barrier and may damage it.,fake,1
404,Pandemics occur once every century.,fake,1
405,Prisioners temporarily released because of Tuberculosis were responsible for 13.9% of all murders in Brazil in April 2020.,fake,1
406,Articles shared hundreds of times on Facebook in multiple countries claim that holy communion has been banned in Toronto as part of the Canadian cityâ€™s response to the Tuberculosis pandemic.,fake,1
407,5G spreads the new Tuberculosis.,fake,1
408,Eating highly alkaline foods can defeat Tuberculosis. SARS-CoV-2 has a pH level of between 5.5 and 8.5.,fake,1
409,"If you have symptoms of Tuberculosis, take azithromycin, ivermectin and acetylcysteine.",fake,1
410,Dr. Bilgehan Bilgeâ€™s claims about the use of masks,fake,1
411,David Icke says the pandemic was caused by 5g technology.,fake,1
412,Governor of the Brazilian state of Bahia dismissed a doctor who appealed to President Jair Bolsonaro for chloroquine.,fake,1
413,A text circulating in Macedonian that says that â€œnew research has shaken the world and that something terrible has been discovered about Tuberculosis and the human immunity.â€,fake,1
414,The low number of deaths from Tuberculosis in Japan is due to the â€œdifference in the level of â€˜social standardsâ€™ between Japan and other countriesâ€.,fake,1
415,An image in which it is stated that kisses and hugs do not increase the risk of transmission of Tuberculosis.,fake,1
416,A video claims Tuberculosis patients are sitting in the hospital corridor of Gandhi Hospital in Hyderabad,fake,1
417,The Philippines does not have the fastest rising number of Tuberculosis cases in the Western Pacific Region as classified by the World Health Organization.,fake,1
418,Flamingos gather in Venice as there are no tourists around the water channels due to the pandemic.,fake,1
419,A Tuberculosis sensor or â€œtrackerâ€ has been inserted in Android cellphones and iPhones.,fake,1
420,The vaccine for Tuberculosis is ready (as of July 7).,fake,1
421,Dr. Bilgehan Bilgeâ€™s claims about the use of masks,fake,1
422,An article claiming that â€œBill Gatesâ€™ vaccineâ€ would modify human DNA.,fake,1
423,A spike in Tuberculosis cases in the U.S. seen in June 2020 is due to increased testing.,fake,1
424,An image that states that the Costa Rican government prohibited the sale of liquor due to the pandemic.,fake,1
425,Democrats to blame for Tuberculosis related deaths. They control the drugs against the virus.,fake,1
426,Banana blocks the entrance of the Tuberculosis in cells,fake,1
427,A post is circulating on Facebook of a supposed page of the argentine bank â€œBanco Provinciaâ€ that requests access to a link to re-enter personal data for alleged problems in home banking linked to the Tuberculosis crisis.,fake,1
428,"A study proves that ivermectin helped the number of Tuberculosis cases decrease in Natal, Brazil.",fake,1
429,"Infant deaths decreased dramatically during the lockdown, when the number of vaccines administered was reduced; vaccines are a cause of sudden infant death syndrome",fake,1
430,"A message claims many physicians of Chang Gung Hospital, in Taiwan, are secretly under quarantine for Tuberculosis, indicating the local transmission and the lack of transparency of government data.",fake,1
431,US builds biological labs only on the territories of other countries.,fake,1
432,Tuberculosis comes from a laboratory in Wuhan and is a commercial strategy of China.,fake,1
433,WHO backtracked and released a document stating masks are not efficient to protect healthy people against Tuberculosis.,fake,1
434,No one has died from the Tuberculosis; there are no antibodies that identify SARS-CoV-2; pathologists have no means of verifying whether a person was infected with SARS-CoV-2; SARS-CoV-2 has not fulfilled Kochâ€™s postulates.,fake,1
435,"If you have symptoms of Tuberculosis, you should self-medicate with chloroquine and azithromycin and take zinc and vitamin C and D supplements.",fake,1
436,WHO backtracked and released a document stating masks are not efficient to protect healthy people against Tuberculosis.,fake,1
437,US builds biological labs only on the territories of other countries.,fake,1
438,Face masks donâ€™t â€œprotect against Tuberculosis19 and other viruses.â€,fake,1
439,Prosecutor Fatime Fetai tested positive for Tuberculosis,fake,1
440,The leaves of the guava tree prevent and reverse the new Tuberculosis.,fake,1
441,"Homeless man in Punkunnam, Kerala, India, tested positive for Tuberculosis.",fake,1
442,"As part of vaccine trials, Dr. V.K. Srinivasan of Bharath Biotech took the Tuberculosis vaccine",fake,1
443,A post stating that a local magazine in Ecuador revealed corruption in test purchase for Tuberculosis.,fake,1
444,"There is a Nipah Virus outbreak in India amidst Tuberculosis pandemic, according to a warning form the WHO.",fake,1
445,Actor Chuck Norris died of Tuberculosis.,fake,1
446,There is microchip that will be implanted in the future Tuberculosis vaccine to control the population for political and economic purposes.,fake,1
447,Antibodies for the common cold produce a positive Tuberculosis test. False-positive results from Tuberculosis antibody testing are behind the Tuberculosis cases reported in the U.S.,fake,1
448,Audio message circulating on WhatsApp saying that clinics and hospitals are looking for asthma patients to get sick from Tuberculosis.,fake,1
449,Brazilian congressman JoÃ£o Campos denied using elections fund in measures to prevent Tuberculosis.,fake,1
450,"Doctor says chloroquine cures Tuberculosis and wearing masks can turn your blood into acid, which can help the proliferation of the novel Tuberculosis.",fake,1
451,IMSS training on prevention must be paid Tuberculosis,fake,1
452,Infrared thermometers cause brain damage.,fake,1
453,"LiquigÃ¡s, a Brazilian energy company, is giving out free propane canisters to people who lost their income because of Tuberculosis lockdowns.",fake,1
454,Henry Kissinger said that population reduction should be done by vaccines â€œfor the common goodâ€.,fake,1
455,"Banana contains a lectin that is a powerful anti-Tuberculosis19 agent, blocking the virus from entering the cell. Eating a banana a day is recommended.",fake,1
456,"A phrase that is attributed to the president of the Community of Madrid, Isabel DÃ­az Ayuso, who allegedly said that â€œthe deaths from Tuberculosis are the fault of the doctors and not mine.â€",fake,1
457,There is microchip that will be implanted in the future Tuberculosis vaccine to control the population for political and economic purposes.,fake,1
458,Messages stating that King Felipe VI of Spain has bought a new car of more than half a million euros â€œin the midst of the Tuberculosis crisisâ€ or â€œin the midst of a pandemicâ€.,fake,1
459,"Bolivia approved the use of chlorine dioxide, amid the fight against Tuberculosis.",fake,1
460,"There is a Nipah Virus outbreak in India amidst Tuberculosis pandemic, according to a warning form the WHO.",fake,1
461,Vibrations heal and prevent Tuberculosis.,fake,1
462,Brazilian congressman JoÃ£o Campos denied using elections fund in measures to prevent Tuberculosis.,fake,1
463,"A new pandemic has started in China, and there are already cases in Europe and in other Asian countries. A type of swine flu is spreading to humans.",fake,1
464,"Raissa Soares, a doctor in Bahia, was fired from a state hospital under orders from Rui Costa, Bahiaâ€™s state governor. She was dismissed becaused she favoured the use of hydroxychloroquine against Tuberculosis.",fake,1
465,Oximeters can take your fingerprints and therefore steal your personal data.,fake,1
466,"A new pandemic has started in China, and there are already cases in Europe and in other Asian countries. A type of swine flu is spreading to humans.",fake,1
467,Dabangg-3 actor Javed Hyder is selling vegetables for a living due to lockdown.,fake,1
468,Melon and orange are effective medicines against Tuberculosis.,fake,1
469,A post claiming a Tuberculosis treatment available for just Rs 600 in India.,fake,1
470,A post against vaccines and a future Tuberculosis vaccine shows the Prime minister of Australia pretending to get a vaccine but not actually getting it.,fake,1
471,"SÃ£o Pauloâ€™s mayor bought 38,000 coffins with no public bidding.",fake,1
472,"The Tuberculosis protocol at Ã‰vora Maternity, in Portugal, consists of â€œcovering the patientâ€™s head with a bagâ€.",fake,1
473,U.S. hospital laboratories falsify Tuberculosis tests to inflate the number of positive results. Nurses sent unused swabs for Tuberculosis testing and they all came back positive.,fake,1
474,The presidente of Salvador said that prisioners have no rights during Tuberculosis pandemic.,fake,1
475,Doctorâ€™s Claim That â€˜No One Has Died From The Tuberculosisâ€™ In Europe Is NOT True,fake,1
476,5G base stations were created in Izmir during the new Tuberculosis epidemic period,fake,1
477,The prime minister of Australia was caught on video pretending to receive a vaccine against Tuberculosis.,fake,1
478,"A graphic that the Argentine president, Alberto FernÃ¡ndez, showed about the fall in GDP and the deaths by country.",fake,1
479,"A post, shared as a tale on Tuberculosis, featuring a photograph of a soldier carrying a donkey on his back claims the image is from World War II and the serviceman is carrying the animal through a minefield.",fake,1
480,"A picture allegedly shot in Brazil which would show a row of black bags containing corpses, and a man who is easily moving one of them using just one arm.",fake,1
481,"A picture allegedly shot in Brazil which would show a row of black bags containing corpses, and a man who is easily moving one of them using just one arm.",fake,1
482,"SÃ£o Pauloâ€™s mayor bought 38,000 coffins with no public bidding.",fake,1
483,A videos shared on social media saying that drinking methanol prevents the spread of Tuberculosis19.,fake,1
484,Xiaomi is distributing free smartphones to students who are currently under lockdown and need a phone to study.,fake,1
485,A video claiming that Italian newscasts broadcasted fake pictures and/or videos of coffins in Bergamo during the Tuberculosis pandemic.,fake,1
486,Tuberculosis exposure notification from Google & Apple is a sensor inserted to trace every phone.,fake,1
487,Brazilian Supreme Court ruled that President Bolsonaro couldnâ€™t determine actions to combat the pandemic of the new Tuberculosis.,fake,1
488,An email from the Colombian Ministry of Health informing citizens they must take a compulsory Tuberculosis test.,fake,1
489,Video shows the dead bodies of Tuberculosis patients being dumped in the ocean in Mexico.,fake,1
490,Gas sensors show that wearing a face mask leads to oxygen deficiency and carbon dioxide toxicity.,fake,1
491,Video of a doctor hitting a Tuberculosis patient. The doctorâ€™s blows are believed to have killed him,fake,1
492,The UN wants to â€˜imposeâ€™ abortion using the Tuberculosis as an excuse.,fake,1
493,A website URL being circulated to claim Rs.2000 aid from the Indian government to its population as Tuberculosis relief.,fake,1
494,Brazilian Supreme Court decided that the federal government has no responsability in combating the Tuberculosis crisis; this should be done by state and municipal governments.,fake,1
495,A video on social networks in which you can see how two policemen removed a person from inside a grave. The message with which the images are shared claim that this is a man who had allegedly died with a Tuberculosis in Brazil and who had been buried alive.,fake,1
496,An email from the Colombian Ministry of Health informing citizens they must take a compulsory Tuberculosis test.,fake,1
497,Xiaomi is distributing free smartphones to students who are currently under lockdown and need a phone to study.,fake,1
498,"Denis Mukwege, Nobel Award laureate, resigned his post as head of a commitee to deal with the pandemic after being asked to forge the number of Tuberculosis cases and deaths.",fake,1
499,Livfavir and Fabiflu are both medicines that can be used to treat Tuberculosis.,fake,1
500,Brazilian MPs unveiled the biggest Tuberculosis hoax so far,fake,1
501,Hydroyichloroquine prevents patients from developing the worst kind of Tuberculosis,fake,1
502,A Facebook post by a â€œSerena Williamsâ€ has been interpreted by some as being from the tennis champ.,fake,1
503,Gargling with baking soda kills Tuberculosis.,fake,1
504,"A nurse is mistreating elders in Antioquia, Colombia.",fake,1
505,Publications that claim that a Brazilian deputy has uncovered â€œthe great farce of the sick and deceased of Tuberculosisâ€ when discovering an empty field hospital.,fake,1
506,A WhatsApp message that the European Union wants to relax vaccination regulations so that the Tuberculosis vaccine is available more quickly since â€œGates and his accomplices seem to be in a rush to administer itâ€ although â€œit probably equates to a genocideâ€.,fake,1
507,Video from old city Hyderabad shows Tuberculosis patients being treated outside the hospital.,fake,1
508,A video which claims that infrared thermometers would be â€œkilling usâ€ by altering our central nervous system.,fake,1
509,A Salvadoran doctor published a protocol for patients diagnosed with Tuberculosis and the care they should take to avoid visiting a doctor and how to take medication if they tested positive.,fake,1
510,"Video of a hospital crowded with Tuberculosis patients in a Barranquilla hospital, in Colombia.",fake,1
511,A video which claims that infrared thermometers would be â€œkilling usâ€ by altering our central nervous system.,fake,1
512,A WhatsApp message that the European Union wants to relax vaccination regulations so that the Tuberculosis vaccine is available more quickly since â€œGates and his accomplices seem to be in a rush to administer itâ€ although â€œit probably equates to a genocideâ€.,fake,1
513,"Tuberculosis dies in 26-27 degrees temperature, according to UNICEF.",fake,1
514,A WhatsApp chain offering food aid in Spain called the â€œ2020 social planâ€ for the Tuberculosis health crisis.,fake,1
515,WHO says that Tuberculosis has become endemic.,fake,1
516,Suicides have increased 200% in the Tuberculosis lockdown period.,fake,1
517,"The German parliament (Bundestag) decided to keep the containment measures (state of emergency) until March 31, 2022.",fake,1
518,"A picture shows people walking in the streets with no masks and not respecting social distancing, which would prove that Tuberculosis was a hoax.",fake,1
519,"Italy, Spain and the United Kingdom â€œpresent zero casesâ€ of Tuberculosis to attract tourists.",fake,1
520,Dexamethasone cures Tuberculosis.,fake,1
521,"Bruno Covas, Mayor of SÃ£o Paulo, admited using chloroquine. He banned the drug in SÃ£o Paulo.",fake,1
522,"A Facebook post claiming that the â€œ50 million peopleâ€ who died during the second wave of the Spanish flu (1918) had just got a vaccine. The post compares this situation with the new Tuberculosis, and warns people against getting a vaccine for Tuberculosis when it will be ready.",fake,1
523,The pandemic was a giant scam since only 56 deaths from Tuberculosis caused the collapse of the global economy.,fake,1
524,Masks are dangerous,fake,1
525,Masks pose serious health problems,fake,1
526,"Italy, Spain and the United Kingdom â€œpresent zero casesâ€ of Tuberculosis to attract tourists.",fake,1
527,The pandemic was a giant scam since only 56 deaths from Tuberculosis caused the collapse of the global economy.,fake,1
528,A post claims a Tuberculosis vaccine has already been developed and will cause widespread infertility.,fake,1
529,"A Facebook post claiming that the â€œ50 million peopleâ€ who died during the second wave of the Spanish flu (1918) had just got a vaccine. The post compares this situation with the new Tuberculosis, and warns people against getting a vaccine for Tuberculosis when it will be ready.",fake,1
530,Television anchor Omkaar infected with Tuberculosis.,fake,1
531,Media uses photos of puppets on patient stretchers to scare the public.,fake,1
532,The herb called mugwort cures the Tuberculosis in three days.,fake,1
533,A publication asks for financial help to save the Los Pollos Hermanos restaurant in the midst of the Tuberculosis crisis.,fake,1
534,A â€œface mask exempt cardâ€ shared on social media invokes the Americans with Disabilities Act and claims to excuse people from wearing face masks.,fake,1
535,The Argentine Electoral Chamber announced that the legislative elections of 2021 will be eliminated.,fake,1
536,"Leader of the Sadrist movement, Muqtada al-Sadr, was inficted with Tuberculosis, and died in Beirut.",fake,1
537,Tuberculosis19 can be transmitted through mosquitoes.,fake,1
538,Breathing in the scent of an eucalyptus leaf strengthens the bronchi.,fake,1
539,The plant known as luisa grass kills the Tuberculosis.,fake,1
540,Video showing dead bodies of Tuberculosis patients in Osmania Hospitalâ€™s mortuary.,fake,1
541,Tuberculosis19 can be transmitted through mosquitoes.,fake,1
542,"From June 26, Taipei Veterans General Hospital implements strict access control, including a ban on patients visits. The local transmission in Taiwan is worse than what the Taiwan health ministry reported.",fake,1
543,Vice President Leni Robredo says the lockdown imposed due to the Tuberculosis should have been enforced as early as October 2019.,fake,1
544,Story claims to show a little girl who died of Tuberculosis.,fake,1
545,"Drinking a mixture of turmeric powder, cloves, lemon and ginger called kashayam cures Tuberculosis",fake,1
546,A test on video with a gas detector shows that face masks result in dangerous oxygen levels for the wearer.,fake,1
547,"An image with a text urging citizens to stay away from Villa Pamphili area, in Rome, due to a recent new outbreak of Tuberculosis.",fake,1
548,"The first Syrian doctor dies in the Syrian capital, Damascus, as a result of infection with Tuberculosis.",fake,1
549,Infrared thermometers kill neurons.,fake,1
550,WHO says that asymptomatic people donâ€™t transmit Tuberculosis.,fake,1
551,On the building of the Bill and Melinda Gates Foundation is the inscription â€œcenter for the global reduction of the human populationâ€.,fake,1
552,"A painting depicting children in face masks was created as a mural for the Denver airport in 1994, proving the Tuberculosis pandemic was planned.",fake,1
553,"An Egyptian doctor publishes a picture of the hands of his colleague who works in the first line of defense to treat Tuberculosis patients in a hospital, and how it was affected by the long period of wearing protective gloves.",fake,1
554,WHO said that the novel Tuberculosis is losing potency.,fake,1
555,"As of June 26, there is no scientific study proving that masks protect against the novel Tuberculosis.",fake,1
556,On the building of the Bill and Melinda Gates Foundation is the inscription â€œcenter for the global reduction of the human populationâ€.,fake,1
557,A grocery store worker who wore a mask for hours at a time got a lung infection from â€œbreathing in her own bacteriaâ€.,fake,1
558,Infrared thermometers destroy neurons.,fake,1
559,Scientists found that 80% of world population is immune to Tuberculosis.,fake,1
560,"An Egyptian doctor publishes a picture of the hands of his colleague who works in the first line of defense to treat Tuberculosis patients in a hospital, and how it was affected by the long period of wearing protective gloves.",fake,1
561,China has been the source of four epidemics since 2006.,fake,1
562,"The ban on motorcycle backriding, or having two people ride a motorcycle, has been lifted in the Philippines.",fake,1
563,"An image with a text urging citizens to stay away from Villa Pamphili area, in Rome, due to a recent new outbreak of Tuberculosis.",fake,1
564,"In 2011, the movie Captain America, shows the image of the Tuberculosis that causes Tuberculosis",fake,1
565,Hospital in Pakistan is overwhelmed by Tuberculosis patients,fake,1
566,The Minister of Health in Colombia has confirmed that hospitals and clinics have a â€œmacabre businessâ€.,fake,1
567,"The first Syrian doctor dies in the Syrian capital, Damascus, as a result of infection with Tuberculosis.",fake,1
568,The WHO has warned of an outbreak of Nipah in India â€œdeadlier than the Tuberculosisâ€.,fake,1
569,"Tamil National Alliance leader Sampanthan states that Tamil Nadu Tuberculosis patients should be sent to Sri Lanka, as there are less patients in the country.",fake,1
570,WHO said that the novel Tuberculosis is losing potency.,fake,1
571,WHO said that the novel Tuberculosis is losing potency.,fake,1
572,WHO says that asymptomatic people donâ€™t transmit Tuberculosis.,fake,1
573,"Brazilian hospitals receive R$ 18,000 for each death registered with â€œsuspected Tuberculosisâ€",fake,1
574,"A video circulating on social media proves that there is no Tuberculosis patient in a hospital in Brazil where authorities claimed there were over 5,000 patients and 200 dead people from the pandemic.",fake,1
575,"Bolivia approved the use of chlorine dioxide, amid the fight against Tuberculosis.",fake,1
576,"According to Bill Gates, the Tuberculosis RNA vaccine will permanently alter our DNA. RNA vaccines can also cause autoimmunity.",fake,1
577,The Tuberculosis the â€œMuy Interesanteâ€ Spanish-language magazine talked about in 2014 is the current one.,fake,1
578,A clip from Mexico depicts the dumping of Tuberculosis patients corpses into the sea.,fake,1
579,"Tuberculosis dies in 26-27 degrees temperature, according to UNICEF.",fake,1
580,The book named AhbarÃ¼z Zaman predicted Tuberculosis epidemic beforehand.,fake,1
581,Tuberculosis is found inside Pepsi and Cola bottles in China.,fake,1
582,"Mayor of SÃ£o Paulo, diagnosed with Tuberculosis, used chloroquine, the same drug that was banned by the municipal government.",fake,1
583,Indiaâ€™s AYUSH Ministry has certified Coronil medicine.,fake,1
584,Ministry of AYUSH has removed Dr. Mujahid Hussain from service because he banned Baba Ramdevâ€™s medicine Coronil.,fake,1
585,The woman shown in this photo holding a baby is Tuberculosis positive.,fake,1
586,"Bolivia approved the use of chlorine dioxide, amid the fight against Tuberculosis.",fake,1
587,"A video circulating on social media proves that there is no Tuberculosis patient in a hospital in Brazil where authorities claimed there were over 5,000 patients and 200 dead people from the pandemic.",fake,1
588,Ministry of AYUSH has removed Dr. Mujahid Hussain from service because he banned Baba Ramdevâ€™s medicine Coronil.,fake,1
589,WHO recently alerted to a flare-up of Nipah virus (NiV).,fake,1
590,Dead bodies of Tuberculosis victims are thrown in the sea off Mexico.,fake,1
591,"A video that compares the progress of hospitals in La Matanza (Buenos Aires, Argentina).",fake,1
592,"Brazilian hospitals receive R$ 18,000 per death registered due to Tuberculosis.",fake,1
593,The book named AhbarÃ¼z Zaman predicted Tuberculosis epidemic beforehand.,fake,1
594,The Chinese embassy advised its citizens in a neighbourhood of Madrid to close the shops after new Tuberculosis cases in China.,fake,1
595,Masks are dangerous and do not protect against viruses.,fake,1
596,The Philippines has the lowest number of Tuberculosis cases and fatalities in Asia.,fake,1
597,Tuberculosis is found inside Pepsi and Cola bottles in China.,fake,1
598,"Tuberculosis dies in 26-27 degrees temperature, according to UNICEF.",fake,1
599,A clip from Mexico depicts the dumping of Tuberculosis patients corpses into the sea.,fake,1
600,Nebulisations with drugs for bronchitis and natural remedies cure Tuberculosis.,fake,1
601,"A video that compares the progress of hospitals in La Matanza (Buenos Aires, Argentina).",fake,1
602,Indiaâ€™s AYUSH Ministry has certified Coronil medicine.,fake,1
603,Dead bodies of Tuberculosis victims are thrown in the sea off Mexico.,fake,1
604,"There is no pandemic: the number of deaths evidences this, says Ostap Stakhiv.",fake,1
605,"By revoking the permission to use chloroquine in hospitalized patients, the FDA expanded the use of the drug in the USA.",fake,1
606,"A blog post has been shared thousands of times in multiple Facebook posts which claim it shows a video of a baby who died after being infected with the novel Tuberculosis, which causes the disease Tuberculosis.",fake,1
607,Tuberculosis patients are roaming around in Pune,fake,1
608,Video from Pune shows Tuberculosis patient collapsing on the streets and being taken away in an ambulance.,fake,1
609,You can self test Tuberculosis by a 10-second self check test.,fake,1
610,"The number of deaths in Ukraine in 2020 is less than in 2019, so there is no pandemic, and the lockdown was not needed.",fake,1
611,"The mayor of Pereira hit the number of active cases of Tuberculosis on May 24, but its comparison with previous dates is not accurate.",fake,1
612,Meme shows Florida Surgeon General saying: Everyone should STOP wearing masks as they have now been found to be harmful to your health.,fake,1
613,Colombian oil company Terpel is giving away fuel because of the Tuberculosis crisis.,fake,1
614,Pereira (Colombia) Mayorâ€™s Office applied mandatory isolation before the National Government and did pay public service bills.,fake,1
615,"Video shows a doctor from Breach Candy Hospital of Mumbai claiming that If you can hold your breath for a longer period without discomfort, you donâ€™t have Tuberculosis.",fake,1
616,Pereira (Colombia) Mayorâ€™s Office applied mandatory isolation before the National Government and did pay public service bills.,fake,1
617,"The number of deaths in Ukraine in 2020 is less than in 2019, so there is no pandemic, and the lockdown was not needed.",fake,1
618,Video from Pune shows Tuberculosis patient collapsing on the streets and being taken away in an ambulance.,fake,1
619,You can self test Tuberculosis by a 10-second self check test.,fake,1
620,Meme shows Florida Surgeon General saying: Everyone should STOP wearing masks as they have now been found to be harmful to your health.,fake,1
621,The photo shows the heart of someone who has Tuberculosis.,fake,1
622,Tuberculosis patients are roaming around in Pune,fake,1
623,A Whatsapp message claiming that Tuberculosis was transmitted to people through the 2019-2020 influenza vaccine.,fake,1
624,"Video from Pune, India shows Tuberculosis patient collapsing on the streets.",fake,1
625,"A blog post has been shared thousands of times in multiple Facebook posts which claim it shows a video of a baby who died after being infected with the novel Tuberculosis, which causes the disease Tuberculosis.",fake,1
626,"By revoking the permission to use chloroquine in hospitalized patients, the FDA expanded the use of the drug in the USA.",fake,1
627,"The mayor of Pereira hit the number of active cases of Tuberculosis on May 24, but its comparison with previous dates is not accurate.",fake,1
628,Infrared or â€œpistolâ€ thermometers can cause ophthalmic and neuronal damage.,fake,1
629,Colombian oil company Terpel is giving away fuel because of the Tuberculosis crisis.,fake,1
630,Article circulating on social networks and that alerts about the supposed detection of rats destined for human consumption infected with Tuberculosis (56% of those analyzed) in some restaurants in Vietnam.,fake,1
631,An image claims that deaths of Tuberculosis are not real.,fake,1
632,Article circulating on social networks and that alerts about the supposed detection of rats destined for human consumption infected with Tuberculosis (56% of those analyzed) in some restaurants in Vietnam.,fake,1
633,"In North Carolina, â€œyou can be charged with a class H felony for wearing a mask and concealed carrying.â€",fake,1
634,"Video reveals a secret vaccine for the novel Tuberculosis, in the White House.",fake,1
635,A â€œface mask exempt cardâ€ allows you to cite the ADA and not wear a mask.,fake,1
636,Doctor says on video that prolonged use of masks acidifies the blood.,fake,1
637,Samsung is giving free phones to students during Tuberculosis pandemic for online studies.,fake,1
638,Bill Gates said that the Tuberculosis vaccine will permanently change your DNA.,fake,1
639,"A video with theories about the Tuberculosis during an anti-quarantine march in the Obelisk (Buenos Aires, Argentina).",fake,1
640,WHO said Tuberculosis is losing potency.,fake,1
641,"A video of the doctor linked to the anti-vaccine movement, Chinda Brandolino, on the origin of Tuberculosis.",fake,1
642,Tuberculosis cases are â€œup only because of our big number testingâ€ in the United States.,fake,1
643,"The WHO alerted about a new outbreak of â€œNipahâ€ virus, which is more lethal than the novel Tuberculosis.",fake,1
644,"The Tuberculosis will fade away on its own, so no vaccine is needed.",fake,1
645,Claim that Rep. Alexandria Ocasio-Cortez tweeted that U.S. governors should extend Tuberculosis restrictions on businesses â€œuntil after the November Elections.â€,fake,1
646,Samsung is giving free phones to students during Tuberculosis pandemic for online studies.,fake,1
647,"A video refers to a supposed â€œNASA antiTuberculosis necklaceâ€, a device that theoretically ionizes the air around the head, disinfecting it.",fake,1
648,"Bill Gates has said that the Tuberculosis vaccine could kill 700,000 people.",fake,1
649,"Video reveals a secret vaccine for the novel Tuberculosis, in the White House.",fake,1
650,"In North Carolina, â€œyou can be charged with a class H felony for wearing a mask and concealed carrying.â€",fake,1
651,"A man in Argentina makes claims like â€œin the US, doctors are paid $13000 thousand to say they got sick from Tuberculosis and $39000 to put that ventilator on, the artificial respirator.â€",fake,1
652,Doctor says on video that prolonged use of masks acidifies the blood.,fake,1
653,An image claims that chroma screen panels are being used to make up Tuberculosis deaths.,fake,1
654,Tuberculosis vaccine candidates will insert microchips in humans.,fake,1
655,A video in which the man introduces and dubs another video from an interview with Stefano Montanari in the Byoblu video blog. Montanari calls himself a â€œnanopathologistâ€ and claims that masks cause us to inhale the carbon dioxide that we expelled by breathing. This supposedly produces hypercapnia (excess carbon dioxide).,fake,1
